area_id	DEF_CELLNAME	def_cellname_chinese	lat	lon
B1346266-FA59-40D5-A4D1-E65F2F7BF7DA	5-4022-1-3	长沙大唐村HL-D3900461029PT-3	28.13083	113.03501
NULL	5-4141-1-26	长沙德馨园南DHL-D3900460126PT-26	28.13194	113.01306
NULL	5-4209-1-1	长沙曙光路HL-D3900460979PT-1	28.18597	112.99688
78A04A7D-4E1B-4BE3-8A46-636D2539471E	5-4394-1-22	长沙火车南站北(熙春园拉远)HL-D3900461514PT-22	28.15241	113.05747
NULL	5-5697-1-152	长沙工程兵学院4号院HL-D3900983911PT-152	28.25828	113.04032
CF49A405-F44E-4F22-BD6C-019E4A174E9A	5-6206-1-7	长沙泽禹混凝土公司HF-D3900460531PT-7	28.26505	112.98117
E86295EC-BACE-483E-B26D-8B2F5FAF78DA	5-874-1-22	长沙王府井HL-D3900460619PT-22	28.19601	112.97026
E86295EC-BACE-483E-B26D-8B2F5FAF78DA	5-874-1-3	长沙王府井HL-D3900460619PT-3	28.19601	112.97026
NULL	5-954-1-2	长沙红星招待所HL-D3900460048PT-2	28.12887	112.99722
E8F20DF7-CA7B-46C8-B00E-FC90AD548470	5-992-1-13	长沙辉鸿物流HF-D3900460187PT-13	28.10386	112.95399
NULL	7311-983964-983964-133	长沙丁字中南林三教ZL-B8300983964PT-133	28.36236	112.90726
NULL	7311-984299-984299-132	长沙云溪谷西北ZL-B8300984299PT-132	28.14791	112.89741
NULL	7311-986737-986737-132	长沙丁字中南林学院7-12、16-18(中南林学院拉远)ZL-B8300986737TF-132	28.36236	112.90726
NULL	7313-459622-459622-1	长沙日明ZL-B8300459622PT-1	28.24614	112.77477
NULL	73615-469120-469120-1	常德石新一中ZLB8300469120PT-1	29.59201	111.42351
NULL	7364-468961-468961-3	常德桃移动公司ZLB8300468961PT-3	28.89887	111.46679
NULL	7430-993633-993633-136	吉首市区新吉首大学北区室分ZLB8300993633TF-136	28.29382	109.72253
NULL	7452-400692-400692-71	怀化中方芷江师范办公楼和教学楼室分ZLB8300400692TF-71	27.43344	109.92787
NULL	Nokia-102302-MRBTS-289478-LNBTS-289478-LNCEL-133	yozjiangyongshezishanNL-FSIH289478PT-133	25.27145	111.35235
AF9D31BB-3CFE-4FC6-A93B-0883B32E1E89	Nokia-102302-MRBTS-395887-LNBTS-395887-LNCEL-71	xtahexixiangdajinhanlin7dong10dong11dongshifenNL-FSIH395887TF-71	27.88259	112.86052
NULL	Nokia-102302-MRBTS-54948-LNBTS-54948-LNCEL-136	xtayuetangquzhiyejishuxueyuanNL-FSIH54948TF-136	27.84421	112.94473
NULL	Nokia-102337-MRBTS-137805-LNBTS-137805-LNCEL-132	huhxplufengzhenyuanyichangFL-FSIH137805PT-132	27.87155	110.56402
NULL	Nokia-102337-MRBTS-971836-LNBTS-971836-LNCEL-1	LDIXH-MengGongBaoTaNL-FSIH971836PT-1	27.89674	111.14207
NULL	Nokia-102720-MRBTS-282157-LNBTS-282157-LNCEL-153	shyshaoyangshizhongxinyiyuandisanzhuyuanlouNL-FSIH282157TF-153	27.23528	111.45694
NULL	oss1-YUYzhongnangongyejsxysfEL-R6601395095TF-1-3950951	YUYzhongnangongyejsxysfEL-R6601395095TF-71	29.36614	113.12886
6EABE14E-DA66-4371-A1A7-E83B12228020	0-393258-393258-76	长沙财政经济学院学生宿舍4栋微站(财经学院拉远)ZL-B8300393258PT-76	28.21057	112.91956
NULL	0-459965-459965-1	长沙步步高王家湾店1ZL-B8300459965TF-1	28.16397	112.92028
NULL	1-459896-459896-24	长沙食品药品职业学院宿舍楼1栋ZL-B8300459896TF-24	28.12663	112.88612
NULL	2-23671-1-21	益阳资阳区职业学院学生食堂HLD3900778181TF-21	28.68662	112.24377
NULL	3-11850-1-111	永州冷水滩电线电缆公司HL-D3900400881PT-111	26.48658	111.58108
NULL	3-8030-1-137	岳阳汨罗市新市团山HF-D3910258080PT-137	28.78315	113.13237
0DE8A992-6856-48FB-8DD4-B1D86617CAC9	4-3815-1-21	株洲工业炉HLD3900463068PT-21	27.85994	113.12931
NULL	5-1117-1-1	长沙东七路与映霞路交汇处以西HL-D3900461705PT-1	28.20778	113.11556
88E516B6-9354-4AAB-BEBD-BD1EBD9DAE70	5-163-1-3	长沙五凌南HL-D3900461078PT-3	28.11523	112.99097
058D4BB6-03AB-4E7F-A0C2-627D86C36CBF	5-2335-1-24	长沙湖南水利水电职院1(水利水电学校拉远)HL-D3900472892TF-24	28.21793	113.10008
NULL	5-3017-1-1	长沙地铁2号线万家丽广场站HL-D3900459283TF-1	28.19473	113.02508
E86295EC-BACE-483E-B26D-8B2F5FAF78DA	5-3018-1-3	长沙地铁2号线五一广场站HL-D3900459289TF-3	28.19839	112.97245
NULL	5-3715-1-17	长沙铁路大院洗涤厂(杨家山拉远)HF-D3900460824PT-17	28.18969	113.00789
78A04A7D-4E1B-4BE3-8A46-636D2539471E	5-4394-1-3	长沙火车南站北(熙春园拉远)HL-D3900461514PT-3	28.15241	113.05747
78A04A7D-4E1B-4BE3-8A46-636D2539471E	5-5221-1-4	长沙雨花火车南站微站(熙春园拉远)HL-D3900473392PT-4	28.15241	113.05747
NULL	5-5621-1-21	长沙大学FHL-D3900459614PT-21	28.24449	113.01846
CF49A405-F44E-4F22-BD6C-019E4A174E9A	5-6206-1-22	长沙泽禹混凝土公司HL-D3900460531PT-22	28.26505	112.98117
CF49A405-F44E-4F22-BD6C-019E4A174E9A	5-6206-1-38	长沙泽禹混凝土公司HN-D3900460531PT-38	28.26505	112.98117
NULL	5-7142-1-2	长沙浏柏加新源HL-D3900460739PT-2	28.02722	113.22417
NULL	5-7881-1-131	长沙浏阳汇远东郡1-3栋室分HL-D390054067TF-131	28.23062	113.41744
71EC7B35-FE8C-4863-881B-ECB627F5FCDC	5-794-1-3	长沙水竹村HL-D3900460618PT-3	28.14954	112.97461
NULL	5-8024-1-25	长沙浏龙伏一职HL-D3900471883PT-25	28.41861	113.50611
NULL	7311-473844-473844-4	长沙湖南工业职院2(湖南工业职院拉远)ZL-B8300473844TF-4	28.13982	112.90308
NULL	7314-471073-471073-2	长沙丁字镇双桂村ZL-B8300471073PT-2	28.36156	112.93758
NULL	7430-993633-993633-132	吉首市区新吉首大学北区室分ZLB8300993633TF-132	28.29382	109.72253
NULL	7436-282737-282737-132	吉首永顺城区一中ZLB8300282737PT-2	29.00757	109.84459
NULL	7436-282988-282988-131	吉首永顺城区林溪商校ZLB8300282988PT-131	29.00594	109.78988
AF9D31BB-3CFE-4FC6-A93B-0883B32E1E89	Nokia-102302-MRBTS-395887-LNBTS-395887-LNCEL-72	xtahexixiangdajinhanlin7dong10dong11dongshifenNL-FSIH395887TF-72	27.88259	112.86052
NULL	Nokia-102337-MRBTS-58029-LNBTS-58029-LNCEL-132	LDIXH-YunGuanJuNL-FSIH58029PT-132	27.73153	111.32368
6EABE14E-DA66-4371-A1A7-E83B12228020	0-393257-393257-92	长沙财政经济学院学生宿舍13栋微站(财经学院拉远)ZL-B8300393257PT-92	28.20714	112.91822
6EABE14E-DA66-4371-A1A7-E83B12228020	0-459863-459863-21	长沙地铁2号线金星路站ZL-B8300459863TF-21	28.21017	112.92262
5867CF2B-5A55-4ECC-B872-C1AF22ECF7DD	0-462443-462443-2	长沙旺岳酒店ZL-B8300462443PT-2	28.22738	112.91441
NULL	1-2159-1-25	衡阳耒阳市蔡伦国际HLD3900466827PT-25	26.41989	112.84065
NULL	1-26005-1-131	衡阳蒸湘沐林美郡29栋3单元微HLD390056346PT-131	26.91078	112.56611
EC2967E9-7396-4F47-B575-7782D245D1E9	1-459905-459905-3	长沙医学院学生公寓5栋ZL-B8300459905TF-3	28.30119	112.86711
NULL	1-7863-1-2	衡阳耒阳市师范宿舍1-3栋HLD39001039184TF-2	26.41923	112.84721
NULL	1-9783-1-3	衡阳常宁市山岐HLD39001038944PT-3	26.45581	112.47224
NULL	4-4885-1-63	株洲铁路科技职业技术学院美化HLD39001038096PT-63	27.90528	113.15251
7FFBF8BD-EE6F-412D-B4C3-BDBFABBDD072	5-126-1-2	长沙中南林科大7(林科大男生宿舍22栋拉远)HL-D3900472957TF-2	28.13552	112.99209
NULL	5-1628-1-22	长沙县榔梨公租房小区2(蓝思科技宿舍楼拉远)HL-D3900473405TF-22	28.18724	113.14328
058D4BB6-03AB-4E7F-A0C2-627D86C36CBF	5-2335-1-1	长沙湖南水利水电职院1(水利水电学校拉远)HL-D3900472892TF-1	28.21793	113.10008
28BDF4E5-7CED-4C6F-B841-15AD85806622	5-2394-1-3	长沙生态公园(湘绣城1拉远)HL-D3900461447PT-3	28.24916	113.06627
5556F08A-7268-4CC8-8740-76B5BB189F02	5-2416-1-2	长沙皇凤楼(核工业宿舍303拉远)HL-D3900471997PT-2	28.04777	112.98286
E86295EC-BACE-483E-B26D-8B2F5FAF78DA	5-2891-1-1	长沙五一路平和堂HL-D3900460744PT-1	28.19816	112.97159
72B1A3A1-7BFE-48FA-9676-59F6E907B235	5-292-1-153	长沙地铁1号线南湖路站HL-D3900986392TF-153	28.16941	112.97921
72B1A3A1-7BFE-48FA-9676-59F6E907B235	5-302-1-152	长沙地铁1号线黄土岭站HL-D3900986479TF-152	28.16531	112.98022
NULL	5-3023-1-22	长沙地铁2号线长沙火车站HL-D3900459285TF-22	28.19764	113.00575
NULL	5-4016-1-1	长沙地铁2号线长沙大道站HL-D3900459304TF-1	28.17083	113.03861
NULL	5-4298-1-22	长沙比亚迪汽车2栋HL-D3900461182PT-22	28.08205	113.03725
922F391B-FC11-4406-952B-9AF4CD2852F2	5-4313-1-2	长沙民政学院北院男生宿舍1F(民政3区10栋拉远)HL-D3900459000TF-1	28.13829	113.01747
NULL	5-4374-1-2	长沙湖南中医学院第一附属医院2HL-D3900472867TF-2	28.16852	112.98947
NULL	5-4788-1-132	长沙雨花区华雅大酒店(华雅大酒店拉远)HL-D3910984707PT-132	28.16551	113.02527
2373F078-AAD2-49E7-BCB3-2B17AA929556	5-5609-1-1	长沙地铁2号线袁家岭站HL-D3900459286TF-1	28.19809	112.99447
NULL	5-5621-1-1	长沙大学FHL-D3900459614PT-1	28.24449	113.01846
NULL	5-7368-1-131	长沙浏滨海新干线HL-D3900983288PT-131	28.21972	113.29278
5E984EEC-C38E-4D85-AB10-8D902886EC8D	5-846-1-37	长沙湘江南路雅颂居以西(长沙南国新城拉远)HN-D3900461841PT-37	28.12649	112.95552
E86295EC-BACE-483E-B26D-8B2F5FAF78DA	5-874-1-24	长沙王府井HL-D3900460619PT-24	28.19601	112.97026
40A5A849-CAC1-46F6-8454-2454BBCB9432	5-887-1-152	长沙理工云塘至诚轩1-4栋HL-D390054167TF-152	28.07056	113.00508
NULL	7310-984640-984640-133	长沙望麓桥学生公寓3栋南(湖大北校区公寓拉远)ZL-B8300984640PT-133	28.20563	112.92319
NULL	7312-53570-53570-151	长沙科技工业学校(怡宁雅苑拉远)ZL-B830053570PT-151	28.27991	112.57811
NULL	7364-468961-468961-23	常德桃移动公司ZLB8300468961PT-23	28.89887	111.46679
NULL	7430-400285-400285-73	吉首市区文体中心足球场西微站ZLB8300400285PT-73	28.23149	109.67664
NULL	7452-400691-400691-72	怀化中方芷江师范宿舍A-C栋室分ZLB8300400691TF-72	27.43344	109.92787
AF9D31BB-3CFE-4FC6-A93B-0883B32E1E89	Nokia-102302-MRBTS-464273-LNBTS-464273-LNCEL-4	xtaxiangtanshixiangdayinshuachangqinhugongyu8dongnanNL-FSMF464273TF-4	27.88441	112.86121
4ED6196C-9A5F-477A-8E80-F97007337287	Nokia-102302-MRBTS-54947-LNBTS-54947-LNCEL-152	xtayuhuquxiangdaxingxiangxueyuanshifenNL-FSIH54947TF-152	27.88066	112.85223
NULL	Nokia-102302-MRBTS-61365-LNBTS-61365-LNCEL-132	yozqiyangshoujingluNL-FSIH61365PT-132	26.59277	111.86601
NULL	Nokia-102337-MRBTS-279934-LNBTS-279934-LNCEL-134	LDILX-TieXiGongWuDuanNL-FSIH279934PT-134	27.74391	111.99645
NULL	Nokia-102720-MRBTS-399966-LNBTS-399966-LNCEL-73	shyxinningnanggaoNL-FSIH399966PT-73	26.45342	110.84101
NULL	oss1-YUYzhihuizhongxinEL-R6601467152PT-1-4671525	YUYzhihuizhongxinEL-R6601467152PT-22	29.36031	113.12134
6EABE14E-DA66-4371-A1A7-E83B12228020	0-459853-459853-21	长沙财政经济学院2ZL-B8300459853TF-21	28.20647	112.91709
6EABE14E-DA66-4371-A1A7-E83B12228020	0-459863-459863-22	长沙地铁2号线金星路站ZL-B8300459863TF-22	28.21017	112.92262
NULL	0-459865-459865-22	长沙地铁2号线荣湾镇站ZL-B8300459865TF-22	28.20139	112.94534
2D269F9C-12CD-48F3-B8C2-7439E1D078CC	1-5432-1-39	衡阳市区汽车南站HND3900466550PT-39	26.83639	112.64222
NULL	2-24171-1-2	益阳赫山区桂柳塘HLD39001040804PT-2	28.45003	112.48785
NULL	2-24352-1-2	益阳赫山区红旗化工厂HLD3900464453PT-2	28.57722	112.36306
NULL	2-25089-1-3	益阳南县中顺大酒店HLD3900464678PT-3	29.36194	112.40694
NULL	3-12267-1-50	永州冷水滩湘桂火车站BBU1HL-D3900974546PT-51	26.47707	111.56714
NULL	3-14329-1-132	永州祁阳职业中专二HLD390060846PT-132	26.55971	111.84441
0DE8A992-6856-48FB-8DD4-B1D86617CAC9	4-3815-1-22	株洲工业炉HLD3900463068PT-22	27.85994	113.12931
7FFBF8BD-EE6F-412D-B4C3-BDBFABBDD072	5-127-1-21	长沙中南林科大8(林科大男生宿舍22栋拉远)HL-D3900472958TF-21	28.13552	112.99209
E86295EC-BACE-483E-B26D-8B2F5FAF78DA	5-3016-1-151	长沙地铁1号线五一广场站HL-D3900986382TF-151	28.19839	112.97245
NULL	5-4159-1-133	长沙新兴电器控制设备厂HL-D3900984269PT-133	28.06674	113.02762
NULL	5-4402-1-1	长沙牛头小区4栋HL-D3900471944PT-1	28.10671	113.04082
4E1FDDDB-4D1A-4CF4-BEE4-5F7A843622F0	5-5262-1-72	长沙雨花财经学校学生宿舍4-7栋HL-D3900394552TF-72	28.06875	113.04028
6F57A166-77B7-4636-AF1E-2BB7CF266F21	5-744-1-8	长沙机床厂HF-D3900460231PT-8	28.13598	112.95688
71EC7B35-FE8C-4863-881B-ECB627F5FCDC	5-794-1-38	长沙水竹村HN-D3900460618PT-38	28.14954	112.97461
5E984EEC-C38E-4D85-AB10-8D902886EC8D	5-842-1-1	长沙湘江南路湘乐大桥北HL-D3900471995PT-1	28.12361	112.95471
E86295EC-BACE-483E-B26D-8B2F5FAF78DA	5-874-1-41	长沙王府井HL-D3900460619PT-41	28.19601	112.97026
NULL	5-976-1-2	长沙裕南街配网公司HL-D3900461006PT-2	28.17557	112.96757
E8F20DF7-CA7B-46C8-B00E-FC90AD548470	5-992-1-3	长沙辉鸿物流HL-D3900460187PT-3	28.10386	112.95399
NULL	Nokia-102302-MRBTS-134668-LNBTS-134668-LNCEL-131	yozjianghuarenminyiyuanNL-FSIH134668TF-131	25.18117	111.57354
AF9D31BB-3CFE-4FC6-A93B-0883B32E1E89	Nokia-102302-MRBTS-395886-LNBTS-395886-LNCEL-93	xtahexixiangdajinhanlin5dong6dong9dongshifenNL-FSIH395886TF-93	27.88259	112.86052
AF9D31BB-3CFE-4FC6-A93B-0883B32E1E89	Nokia-102302-MRBTS-395887-LNBTS-395887-LNCEL-91	xtahexixiangdajinhanlin7dong10dong11dongshifenNL-FSIH395887TF-91	27.88259	112.86052
NULL	Nokia-102302-MRBTS-464100-LNBTS-464100-LNCEL-2	xtajiuhuaruanjianxueyuanNL-FSMF464100PT-2	27.91118	112.92843
8902929E-0FB8-415E-BD78-376A85B3697A	Nokia-102302-MRBTS-470116-LNBTS-470116-LNCEL-43	yozdaoxianshifanFL-FSMF470116PT-43	25.53041	111.58797
NULL	Nokia-102337-MRBTS-280151-LNBTS-280151-LNCEL-131	LDISF-QingShuCunCunJiHuoDongZhongXinNL-FSIH280151PT-131	27.38311	112.02601
NULL	Nokia-102337-MRBTS-57936-LNBTS-57936-LNCEL-151	LDILX-WeiXiaoShiTangErWeiZhanNL-FWHE57936PT-151	27.73069	112.02518
NULL	Nokia-102720-MRBTS-1041793-LNBTS-1041793-LNCEL-2	shydongkouxianshijiangerzhongNL-FSMF1041793PT-2	27.08653	110.80407
NULL	Nokia-102720-MRBTS-1041821-LNBTS-1041821-LNCEL-1	shylonghuijuanyanchangNL-FSMF1041821PT-1	27.13403	111.00092
B126BA3F-74DD-4881-A4F6-AE035104F7E2	0-394466-394466-74	长沙岳麓区湖大天马公寓扩容1至10栋ZL-B8300394466TF-74	28.17031	112.93962
2A92335A-AA4E-4F94-B4D0-FAC684C2515E	0-459862-459862-21	长沙地铁2号线望城坡站ZL-B8300459862TF-21	28.21095	112.90674
NULL	1-24145-1-137	衡阳市区二机楼3（武广）HFD3900138903PT-137	26.89755	112.70692
NULL	1-462141-462141-3	长沙中医药二实验楼ZL-B8300462141PT-3	28.13308	112.88753
NULL	1-7863-1-22	衡阳耒阳市师范宿舍1-3栋HLD39001039184TF-22	26.41923	112.84721
NULL	2-4875-1-131	郴州宜章太平里饶田HLD3900286741PT-1	25.50903	113.03157
NULL	3-10900-1-2	永州冷水滩水厂HLD3900469951PT-3	26.45181	111.59801
NULL	4-2265-1-2	株洲茶陵贵派电气HLD3900463538PT-3	26.76305	113.52805
0DE8A992-6856-48FB-8DD4-B1D86617CAC9	4-3815-1-2	株洲工业炉HLD3900463068PT-3	27.85994	113.12931
NULL	5-1223-1-1	长沙南托造型厂HL-D3900460364PT-1	28.01222	112.97472
NULL	5-1449-1-131	长沙县干杉大众产业园延峰江森HL-D3900984271PT-131	28.17434	113.18541
88E516B6-9354-4AAB-BEBD-BD1EBD9DAE70	5-163-1-5	长沙五凌南HL-D3900461078PT-5	28.11523	112.99097
NULL	5-2246-1-3	长沙松雅小区HL-D3900461933PT-3	28.25621	113.1042
5556F08A-7268-4CC8-8740-76B5BB189F02	5-2416-1-1	长沙皇凤楼(核工业宿舍303拉远)HL-D3900471997PT-1	28.04777	112.98286
NULL	5-2458-1-1	长沙紫东苑HL-D3900461506PT-1	28.20124	113.12673
NULL	5-2574-1-2	长沙都市学院行知楼HL-D3900461907PT-2	28.22617	113.17639
NULL	5-2949-1-132	长沙农大逸夫楼FHL-D390053867PT-132	28.18656	113.08007
NULL	5-3023-1-2	长沙地铁2号线长沙火车站HL-D3900459285TF-2	28.19764	113.00575
NULL	5-4013-1-2	长沙地铁2号线光达站HL-D3900459303TF-2	28.15098	113.0799
NULL	5-5389-1-77	长沙县金托NB(石弓湾村下零塘组NB拉远)HF-D3910532792PT-77	28.15167	113.15202
CC19AE28-E682-4791-B962-2A6AA34A24F9	5-5434-1-2	长沙万科城西HL-D3900461260PT-2	28.25407	112.98535
857ED285-A900-43F7-8B70-685D46A18640	5-6143-1-153	长沙开福长沙大学汇泽3、5、6栋(汇泽食堂拉远)HL-D3900987048TF-153	28.24817	113.02832
CF49A405-F44E-4F22-BD6C-019E4A174E9A	5-6206-1-9	长沙泽禹混凝土公司HF-D3900460531PT-9	28.26505	112.98117
D956DA46-C247-4850-A3F5-CFD5F0D5CE4E	5-6278-1-8	长沙珠江花城西HF-D3900461173PT-8	28.25937	112.98313
NULL	7310-983550-983550-131	长沙曾氏药业ZL-B8300983550PT-131	28.23201	112.85811
280E4373-3760-4DAD-A379-D0B36FC43A4B	7313-985435-985435-156	长沙涉外经济学院扩容2(涉外西4栋拉远)ZL-B8300985435TF-156	28.20747	112.86981
NULL	7315-462256-462256-1	长沙华夏综合市场雷家ZL-B8300462256PT-1	28.27857	112.57322
NULL	7316-459769-459769-3	长沙含浦镇学士重建地ZL-B8300459769PT-3	28.14496	112.87683
NULL	7318-462673-462673-1	长沙职业中专(金洲三一重工拉远)ZL-B8300462673PT-1	28.24668	112.64119
AF9D31BB-3CFE-4FC6-A93B-0883B32E1E89	Nokia-102302-MRBTS-464273-LNBTS-464273-LNCEL-24	xtaxiangtanshixiangdayinshuachangqinhugongyu8dongnanNL-FSMF464273TF-24	27.88441	112.86121
4ED6196C-9A5F-477A-8E80-F97007337287	Nokia-102302-MRBTS-54947-LNBTS-54947-LNCEL-134	xtayuhuquxiangdaxingxiangxueyuanshifenNL-FSIH54947TF-134	27.88066	112.85223
NULL	Nokia-102720-MRBTS-1041820-LNBTS-1041820-LNCEL-3	shylonghuijiuzhongNL-FSMF1041820PT-3	27.10277	111.00823
NULL	oss1-YUYzhongnangongyejsxysfEL-R6601395095TF-1-3950954	YUYzhongnangongyejsxysfEL-R6601395095TF-74	29.36614	113.12886
6EABE14E-DA66-4371-A1A7-E83B12228020	0-459851-459851-3	长沙财政经济学院4ZL-B8300459851TF-3	28.20647	112.91709
NULL	1-15420-1-131	衡阳衡山县大塘1（武广）HLD3900256073PT-131	27.24553	112.77901
NULL	1-15432-1-137	衡阳耒阳市陈塘村十组（武广）HFD3900256098PT-137	26.45055	112.78822
NULL	1-474119-474119-3	长沙红石头ZL-B8300474119PT-3	28.06882	112.90484
NULL	1-5376-1-1	衡阳市区师院新校区3栋5栋HLD3900466765TF-1	26.88286	112.67449
NULL	1-5804-1-1	衡阳市区南华附二南住院楼综合楼HLD3900466703TF-1	26.89583	112.55441
0BBB5812-ECC7-4EE9-BBC9-56E5BA04C7FD	3-10890-1-11	永州冷水滩木材总厂HFD3900469921PT-11	26.45157	111.61105
NULL	3-11008-1-53	永州零陵工商职专FHLD3900470028PT-53	26.20281	111.60391
7FFBF8BD-EE6F-412D-B4C3-BDBFABBDD072	5-125-1-22	长沙中南林科大6(林科大男生宿舍22栋拉远)HL-D3900472956TF-22	28.13647	112.98845
8CB772E4-B69D-4901-B7CB-9961E233BA94	5-1694-1-3	长沙县湖南交通职院4(干杉交通技校拉远)HL-D3900459564TF-3	28.14472	113.18222
NULL	5-2330-1-131	长沙湖南信息学院48-50栋宿舍(信息学院景观塔拉远)HL-D3910986578TF-131	28.32911	113.08338
9C00E9CD-4B73-4BCD-BB1A-DD2C9E61CB4E	5-3195-1-13	长沙浏阳河文化园HF-D3900460836PT-13	28.19306	113.03917
NULL	5-3592-1-2	长沙芙蓉区马王堆HL-D3900472396PT-2	28.20583	113.02001
NULL	5-4625-1-141	长沙长昆高铁环保东路HF-D3910984137PT-141	28.07521	113.04523
4E1FDDDB-4D1A-4CF4-BEE4-5F7A843622F0	5-5262-1-73	长沙雨花财经学校学生宿舍4-7栋HL-D3900394552TF-73	28.06875	113.04028
NULL	5-5545-1-3	长沙双拥路与德汇路(先福小区A5栋拉远)HL-D3900460695PT-3	28.24085	113.00496
A35D5E74-EC3F-45C3-9AD4-53FCC77CC7EA	5-5605-1-131	长沙地铁1号线开福寺站HL-D3900986379TF-131	28.22581	112.97328
69535179-49D7-4B62-901C-2190CF45FBC8	5-5692-1-173	长沙工程兵学院1号楼HL-D3900983950PT-173	28.26143	113.04553
E86295EC-BACE-483E-B26D-8B2F5FAF78DA	5-786-1-21	长沙步行街司门口侧(黄兴路步行街E区拉远)HL-D3900471667PT-21	28.19239	112.97062
6EABE14E-DA66-4371-A1A7-E83B12228020	7310-474531-474531-4	长沙早谷塘小区二期公寓楼ZL-B8300474531PT-4	28.20621	112.91599
NULL	7310-474827-474827-3	长沙清水塘中学ZL-B8300474827PT-3	28.20085	112.89654
D4E84912-584F-4ED1-ABFC-1B51A9823AAD	7310-986697-986697-133	长沙岳麓区梅溪湖步步高D区2ZL-B8300986697TF-133	28.20144	112.85563
NULL	7311-473844-473844-2	长沙湖南工业职院2(湖南工业职院拉远)ZL-B8300473844TF-2	28.13873	112.90813
NULL	Nokia-102720-MRBTS-399769-LNBTS-399769-LNCEL-71	shysuiningxianwuyangerzhongshitangNL-FSIH399769PT-71	26.74178	110.32543
NULL	Nokia-102720-MRBTS-469623-LNBTS-469623-LNCEL-2	shyxinshaoxianzhongzigongsiNL-FSMF469623PT-2	27.33254	111.45817
NULL	Nokia-102720-MRBTS-469677-LNBTS-469677-LNCEL-41	shylonghuixiantaohuaxincunNL-FSMF469677PT-41	27.12083	111.03917
NULL	0-459864-459864-2	长沙地铁2号线西湖公园站ZL-B8300459864TF-2	28.20631	112.93427
NULL	1-22517-1-131	衡阳市区湖南工商职业学院HLD3900257285TF-131	26.97021	112.61456
NULL	1-9783-1-1	衡阳常宁市山岐HLD39001038944PT-1	26.45581	112.47224
NULL	4-1159-1-153	株洲县沈家屋村HLD3900255734PT-153	27.48641	113.14471
NULL	4-3830-1-132	株洲工学院女生公寓17栋微站HLD390055350PT-132	27.83681	113.16931
88E516B6-9354-4AAB-BEBD-BD1EBD9DAE70	5-163-1-6	长沙五凌南HL-D3900461078PT-6	28.11523	112.99097
NULL	5-1816-1-1	长沙县都市学院宿舍11、12栋(行知楼拉远)HL-D3900473958TF-1	28.22765	113.17689
NULL	5-2117-1-1	长沙星沙三一学校2HL-D3900458953TF-1	28.18861	113.13083
NULL	5-2184-1-3	长沙星沙蓝思科技东南角(蓝思科技西北角拉远)HL-D3900461877PT-3	28.22666	113.09188
87C51354-0610-45A2-AC8F-025FBF526661	5-5603-1-133	长沙地铁1号线培元桥站HL-D3900986380TF-133	28.20995	112.97111
9168891A-6B31-4E52-BA63-10D51C4F81AC	5-5738-1-9	长沙广电中心武警中队后山(工程兵信息楼拉远)HF-D3900461112PT-9	28.24123	113.04233
CF49A405-F44E-4F22-BD6C-019E4A174E9A	5-6206-1-5	长沙泽禹混凝土公司HL-D3900460531PT-5	28.26505	112.98117
F55B5802-AAE3-405D-B9A5-E878B2B7DE90	7310-459872-459872-1	长沙德智园公寓1(德智园6栋拉远)ZL-B8300459872TF-1	28.16699	112.93461
NULL	7310-985881-985881-131	长沙地铁2号西延线梅溪湖西站ZL-B8300985881TF-131	28.1888	112.8764
AF9D31BB-3CFE-4FC6-A93B-0883B32E1E89	Nokia-102302-MRBTS-395887-LNBTS-395887-LNCEL-93	xtahexixiangdajinhanlin7dong10dong11dongshifenNL-FSIH395887TF-93	27.88259	112.86052
AF9D31BB-3CFE-4FC6-A93B-0883B32E1E89	Nokia-102302-MRBTS-464273-LNBTS-464273-LNCEL-1	xtaxiangtanshixiangdayinshuachangqinhugongyu8dongnanNL-FSMF464273TF-1	27.88441	112.86121
AF9D31BB-3CFE-4FC6-A93B-0883B32E1E89	Nokia-102302-MRBTS-464273-LNBTS-464273-LNCEL-22	xtaxiangtanshixiangdayinshuachangqinhugongyu8dongnanNL-FSMF464273TF-22	27.88441	112.86121
NULL	Nokia-102337-MRBTS-1041246-LNBTS-1041246-LNCEL-21	LDISF-SanZhongNL-FSMF1041246PT-21	27.46118	112.21532
NULL	Nokia-102720-MRBTS-1041829-LNBTS-1041829-LNCEL-1	shylonghuijinshiqiaoNL-FSMF1041829PT-1	27.59081	110.93719
NULL	Nokia-102720-MRBTS-469247-LNBTS-469247-LNCEL-23	shydaxiangquyinlibinguanNL-FSMF469247PT-23	27.22968	111.44988
NULL	0-394484-394484-71	长沙岳麓区荣盛花语馨苑商业2栋ZL-B8300394484TF-71	28.23103	112.87306
NULL	4-5997-1-21	株洲五里墩航空技校HLD39001037701PT-21	27.80677	113.21007
NULL	4-6054-1-152	株洲县潇湘双语宿舍楼微站HLD390055174PT-152	27.75509	113.15869
30667D01-53A2-4835-925B-B274C8A1C08A	5-1975-1-22	长沙安全职院HL-D3900460388PT-22	28.27336	113.05188
B423DF35-8B60-41FF-856E-5D215AE04296	5-2113-1-2	长沙星城国际紫薇苑HL-D3900461737PT-2	28.23231	113.10493
NULL	5-2245-1-3	长沙松雅小区2HL-D3900461993PT-3	28.25662	113.10947
